feature,importance
bert_dim_451,0.0003342708979879435
bert_dim_62,0.00033384959638114656
bert_dim_698,0.0003331058915297979
bert_dim_637,0.00033206481589817766
bert_dim_314,0.0003312405453554625
bert_dim_374,0.0003297799752472642
bert_dim_408,0.000328728132374697
bert_dim_124,0.00032665942012972244
bert_dim_201,0.0003257799361416851
bert_dim_161,0.0003248925636098048
bert_dim_629,0.0003228244650733907
bert_dim_453,0.0003227491892742128
bert_dim_72,0.0003222518495636579
bert_dim_406,0.0003207854680771382
bert_dim_233,0.00032024892234449015
bert_dim_364,0.0003186562767472214
bert_dim_69,0.00031844356309929296
bert_dim_545,0.0003179993284300922
bert_dim_371,0.0003169903740874925
bert_dim_595,0.0003136442663544411
bert_dim_22,0.00030814835127318085
bert_dim_435,0.000308020220534981
bert_dim_749,0.00030732179287693034
bert_dim_269,0.00030512804934079203
bert_dim_192,0.0003041279171731776
bert_dim_536,0.00030169860538287386
bert_dim_151,0.0003013098206706993
bert_dim_436,0.0002968306460485932
bert_dim_59,0.00029513056323881204
bert_dim_164,0.00029269028494943044
bert_dim_504,0.0002885362766353364
bert_dim_639,0.00028773418540568044
bert_dim_642,0.0002848099241002094
bert_dim_322,0.0002802044930851417
bert_dim_612,0.0002780224011724631
